2136,-990,-2926,3755.54
2134,-986,-2932,3758.03
2139,-992,-2932,3762.45
2133,-992,-2950,3773.10
2136,-993,-2930,3759.45
2134,-987,-2933,3759.07
2134,-996,-2937,3764.56
2135,-1003,-2943,3771.67
2127,-991,-2944,3764.75
2127,-994,-2925,3750.71
2130,-994,-2946,3768.80
2134,-990,-2933,3759.86
2130,-994,-2935,3760.21
2129,-991,-2942,3764.32
2134,-998,-2942,3769.00
2132,-994,-2930,3757.44
2138,-994,-2948,3774.89
2133,-993,-2926,3754.63
2127,-989,-2951,3769.70
2137,-990,-2945,3770.93
2137,-994,-2942,3769.64
2130,-984,-2941,3762.26
2138,-988,-2942,3768.63
2131,-990,-2948,3769.88
2131,-999,-2929,3757.42
2130,-989,-2944,3765.92
2141,-992,-2922,3755.80
2128,-997,-2932,3757.53
2135,-996,-2942,3769.03
2135,-993,-2946,3771.36
2135,-984,-2936,3761.19
2134,-986,-2945,3768.18
2132,-988,-2937,3761.32
2135,-989,-2942,3767.19
2135,-985,-2929,3755.99
2131,-995,-2928,3755.58
2130,-982,-2939,3760.18
2134,-990,-2943,3767.67
2138,-989,-2943,3769.67
2140,-993,-2935,3765.62
2135,-990,-2938,3764.33
2136,-980,-2939,3763.06
2142,-987,-2932,3762.84
2138,-992,-2931,3761.10
2130,-992,-2932,3757.34
2137,-993,-2939,3767.03
2132,-986,-2944,3766.27
2130,-994,-2929,3755.53
2137,-998,-2945,3773.04
2126,-995,-2938,3760.55
2130,-987,-2959,3777.14
2137,-984,-2938,3763.89
2132,-991,-2949,3771.49
2129,-988,-2941,3762.75
2136,-984,-2953,3775.04
2142,-982,-2944,3770.89
2135,-987,-2944,3768.23
2138,-983,-2931,3758.74
2134,-993,-2938,3764.55
2129,-987,-2935,3757.80
2129,-991,-2923,3749.49
2134,-991,-2936,3762.46
2130,-988,-2940,3762.53
2139,-983,-2936,3763.20
2136,-980,-2930,3756.03
2137,-985,-2935,3761.81
2133,-984,-2931,3756.16
2137,-988,-2937,3764.16
2133,-987,-2934,3759.28
2136,-986,-2936,3762.28
2136,-993,-2935,3763.35
2135,-993,-2949,3773.71
2140,-992,-2949,3776.28
2133,-984,-2932,3756.94
2137,-986,-2942,3767.54
2141,-990,-2940,3769.29
2137,-987,-2940,3766.24
2134,-992,-2936,3762.73
2137,-991,-2936,3764.17
2133,-989,-2927,3754.35
2134,-983,-2936,3760.36
2139,-988,-2931,3760.62
2134,-986,-2937,3761.93
2139,-991,-2937,3766.08
2129,-986,-2936,3758.32
2136,-997,-2944,3771.42
2138,-987,-2942,3768.37
2131,-989,-2921,3748.54
2131,-996,-2934,3760.52
2138,-992,-2932,3761.88
2143,-990,-2920,3754.86
2135,-986,-2937,3762.50
2137,-992,-2940,3767.55
2135,-982,-2926,3752.87
2140,-988,-2930,3760.40
2134,-985,-2937,3761.67
2140,-987,-2940,3767.94
2136,-987,-2928,3756.31
2145,-982,-2945,3773.38
2146,-987,-2942,3772.91
2140,-994,-2940,3769.78
2139,-983,-2937,3763.98
2134,-992,-2939,3765.07
2133,-991,-2930,3757.22
2136,-995,-2925,3756.08
2139,-996,-2939,3768.96
2141,-988,-2920,3753.19
2134,-987,-2933,3759.07
2136,-993,-2933,3761.79
2141,-986,-2922,3754.22
2145,-991,-2945,3775.73
2138,-986,-2927,3756.40
2135,-988,-2939,3764.58
2141,-989,-2929,3760.46
2142,-990,-2927,3759.73
2134,-989,-2925,3753.36
2140,-997,-2936,3767.45
2130,-987,-2931,3755.24
2139,-988,-2924,3755.16
2144,-992,-2918,3754.40
2140,-992,-2926,3758.34
2139,-985,-2932,3760.61
2138,-988,-2919,3750.70
2139,-991,-2920,3752.84
2139,-983,-2932,3760.08
2137,-992,-2927,3757.41
2141,-990,-2913,3748.27
2136,-988,-2914,3745.67
2136,-987,-2929,3757.09
2134,-987,-2923,3751.27
2133,-993,-2932,3759.30
2141,-981,-2922,3752.91
2135,-988,-2932,3759.12
2139,-992,-2943,3771.03
2134,-988,-2926,3753.87
2135,-989,-2928,3756.27
2139,-988,-2930,3759.84
2136,-990,-2924,3753.98
2130,-991,-2925,3751.61
2135,-985,-2917,3746.64
2137,-995,-2922,3754.31
2136,-992,-2933,3761.52
2136,-988,-2912,3744.11
2140,-994,-2913,3748.76
2139,-985,-2908,3741.93
2136,-986,-2921,3750.59
2140,-989,-2939,3767.68
2139,-986,-2928,3757.75
2134,-990,-2926,3754.40
2141,-984,-2929,3759.15
2138,-983,-2921,3750.94
2136,-988,-2904,3737.89
2138,-989,-2917,3749.41
2136,-988,-2919,3749.56
2131,-992,-2915,3744.66
2135,-990,-2918,3748.74
2135,-986,-2922,3750.80
2130,-986,-2918,3744.84
2138,-981,-2928,3755.87
2143,-990,-2921,3755.63
2140,-990,-2929,3760.15
2137,-988,-2920,3750.91
2143,-989,-2938,3768.61
2138,-996,-2920,3753.59
2142,-987,-2908,3744.17
2137,-985,-2928,3756.35
2139,-984,-2925,3754.89
2137,-982,-2911,3742.33
2141,-987,-2925,3756.82
2141,-993,-2926,3759.18
2138,-991,-2931,3760.84
2136,-983,-2923,3751.36
2140,-983,-2920,3751.30
2141,-988,-2923,3755.52
2137,-989,-2909,3742.62
2132,-983,-2927,3752.20
2139,-987,-2936,3764.25
2135,-988,-2932,3759.12
2141,-992,-2924,3757.36
2138,-988,-2933,3761.61
2138,-986,-2915,3747.06
2133,-988,-2912,3742.40
2139,-988,-2926,3756.72
2134,-986,-2912,3742.45
2141,-982,-2933,3761.74
2134,-991,-2924,3753.11
2132,-985,-2928,3753.51
2129,-991,-2930,3754.95
2135,-988,-2923,3752.11
2137,-992,-2919,3751.19
2126,-992,-2920,3745.71
2131,-984,-2926,3751.12
2136,-983,-2920,3749.02
2136,-991,-2906,3740.24
2138,-984,-2932,3759.78
2134,-988,-2924,3752.32
2136,-1001,-2913,3748.34
2135,-989,-2927,3755.49
2135,-985,-2930,3756.77
2138,-985,-2925,3754.58
2140,-990,-2921,3753.92
2140,-990,-2926,3757.82
2132,-987,-2918,3746.24
2138,-988,-2924,3754.59
2138,-991,-2910,3744.49
2136,-991,-2918,3749.57
2137,-987,-2926,3755.32
2137,-989,-2915,3747.28
2137,-990,-2914,3746.77
2139,-990,-2920,3752.58
2134,-988,-2917,3746.86
2129,-988,-2927,3751.81
2136,-985,-2919,3748.77
2131,-983,-2918,3744.62
2136,-986,-2932,3759.16
2139,-988,-2925,3755.94
2132,-981,-2920,3746.22
2137,-987,-2926,3755.32
2138,-988,-2919,3750.70
2144,-989,-2903,3741.96
2139,-988,-2912,3745.83
2133,-992,-2922,3751.24
2133,-988,-2930,3756.43
2138,-983,-2920,3750.16
2137,-985,-2925,3754.01
2143,-979,-2918,3750.42
2134,-991,-2919,3749.21
2135,-989,-2922,3751.59
2136,-990,-2922,3752.42
2137,-994,-2907,3742.39
2132,-987,-2902,3733.79
2142,-991,-2929,3761.55
2142,-982,-2915,3748.29
2130,-988,-2931,3755.50
2138,-985,-2917,3748.35
2137,-986,-2923,3752.72
2136,-988,-2919,3749.56
2138,-986,-2918,3749.40
2137,-994,-2913,3747.05
2140,-989,-2928,3759.11
2129,-985,-2922,3747.13
2138,-986,-2917,3748.62
2136,-988,-2908,3741.00
2137,-998,-2921,3754.33
2134,-989,-2905,3737.79
2134,-989,-2909,3740.90
2133,-994,-2916,3747.10
2140,-988,-2931,3761.18
2139,-989,-2934,3763.22
2138,-985,-2923,3753.03
2133,-985,-2915,3743.95
2143,-985,-2916,3750.43
2144,-988,-2926,3759.57
2140,-990,-2921,3753.92
2144,-992,-2919,3755.18
2140,-992,-2911,3746.68
2138,-991,-2917,3749.94
2143,-988,-2913,3748.89
2135,-987,-2914,3744.84
2133,-991,-2929,3756.44
2136,-993,-2912,3745.44
2141,-988,-2914,3748.52
2139,-987,-2926,3756.46
2143,-986,-2927,3759.25
2136,-989,-2916,3747.49
2134,-997,-2929,3758.59
2140,-983,-2913,3745.86
2144,-989,-2915,3751.28
2137,-987,-2915,3746.75
2138,-988,-2918,3749.92
2136,-991,-2916,3748.02
2136,-986,-2920,3749.81
2139,-988,-2917,3749.71
2140,-983,-2917,3748.97
2140,-989,-2919,3752.10
2138,-989,-2930,3759.53
2137,-984,-2911,3742.85
2142,-988,-2922,3755.32
2141,-992,-2916,3751.13
2140,-986,-2912,3745.87
2141,-989,-2915,3749.56
2142,-986,-2913,3747.79
2134,-990,-2910,3741.95
2138,-993,-2912,3746.58
2131,-991,-2908,3738.94
2132,-989,-2921,3749.10
2139,-992,-2906,3742.22
2141,-993,-2913,3749.07
2138,-992,-2927,3757.98
2139,-995,-2922,3755.45
2138,-991,-2910,3744.49
2141,-992,-2927,3759.69
2137,-984,-2924,3752.97
2133,-985,-2913,3742.39
2148,-996,-2922,3760.85
2138,-992,-2923,3754.87
2145,-996,-2912,3751.37
2138,-994,-2929,3760.07
2146,-989,-2908,3746.99
2146,-992,-2914,3752.44
2147,-986,-2919,3755.31
2141,-993,-2912,3748.29
2142,-989,-2914,3749.36
2146,-990,-2915,3752.68
2154,-982,-2925,3762.93
2147,-995,-2916,3755.35
2147,-983,-2904,3742.88
2140,-983,-2915,3747.41
2147,-992,-2930,3765.44
2137,-986,-2910,3742.60
2144,-994,-2920,3756.48
2144,-989,-2917,3752.83
2143,-990,-2923,3757.19
2137,-991,-2917,3749.37
2138,-989,-2919,3750.96
2145,-993,-2925,3760.68
2139,-988,-2924,3755.16
2141,-991,-2919,3753.20
2141,-990,-2912,3747.50
2147,-995,-2921,3759.24
2142,-986,-2926,3757.90
2143,-987,-2916,3750.96
2144,-990,-2925,3759.32
2137,-984,-2918,3748.30
2140,-990,-2921,3753.92
2143,-991,-2907,3745.02
2139,-986,-2905,3739.86
2135,-987,-2906,3738.61
2144,-991,-2917,3753.36
2141,-991,-2929,3760.98
2149,-993,-2924,3762.18
2138,-983,-2912,3743.94
2141,-985,-2923,3754.74
2140,-987,-2919,3751.58
2153,-993,-2915,3757.48
2144,-981,-2913,3747.62
2146,-984,-2911,3748.00
2148,-990,-2921,3758.49
2140,-990,-2912,3746.92
2137,-985,-2912,3743.89
2146,-984,-2913,3749.55
2140,-982,-2912,3744.82
2138,-987,-2931,3759.78
2140,-981,-2921,3751.56
2142,-989,-2920,3754.02
2139,-990,-2918,3751.02
2144,-983,-2925,3757.48
2146,-992,-2908,3747.78
2147,-992,-2919,3756.89
2149,-994,-2914,3754.68
2140,-984,-2913,3746.12
2144,-996,-2920,3757.01
2144,-985,-2913,3748.67
2137,-993,-2908,3742.90
2144,-990,-2906,3744.55
2143,-990,-2926,3759.52
2139,-992,-2920,3753.10
2141,-991,-2911,3746.98
2147,-988,-2921,3757.39
2147,-991,-2905,3745.76
2150,-996,-2922,3761.99
2142,-999,-2909,3748.13
2148,-986,-2899,3740.36
2147,-988,-2913,3751.18
2149,-991,-2894,3738.38
2146,-990,-2903,3743.37
2147,-990,-2920,3757.14
2139,-995,-2917,3751.56
2143,-988,-2905,3742.68
2147,-996,-2917,3756.40
2145,-993,-2909,3748.25
2147,-986,-2911,3749.10
2142,-989,-2911,3747.03
2147,-985,-2923,3758.16
2141,-982,-2911,3744.61
2146,-980,-2912,3747.73
2146,-984,-2921,3755.77
2144,-991,-2909,3747.15
2139,-983,-2906,3739.85
2141,-988,-2892,3731.45
2144,-989,-2906,3744.29
2150,-989,-2909,3750.05
2147,-985,-2910,3748.06
2144,-988,-2914,3750.24
2142,-984,-2907,3742.60
2147,-987,-2913,3750.91
2149,-992,-2908,3749.50
2148,-986,-2920,3756.66
2142,-980,-2906,3740.78
2147,-985,-2920,3755.83
2149,-993,-2900,3743.56
2146,-983,-2917,3752.40
2149,-984,-2905,3745.06
2151,-989,-2916,3756.06
2146,-985,-2910,3747.48
2142,-989,-2913,3748.58
2143,-991,-2912,3748.90
2145,-990,-2906,3745.12
2150,-994,-2898,3742.85
2149,-991,-2904,3746.13
2141,-988,-2920,3753.19
2148,-992,-2894,3738.07
2144,-995,-2920,3756.75
2142,-984,-2924,3755.82
2144,-986,-2911,3747.38
2149,-994,-2907,3749.25
2142,-984,-2908,3743.38
2141,-995,-2914,3750.37
2140,-985,-2901,3737.06
2141,-986,-2916,3749.55
2140,-985,-2911,3744.83
2146,-985,-2916,3752.15
2144,-989,-2921,3755.94
2147,-990,-2912,3750.93
2143,-992,-2904,3742.96
2144,-988,-2909,3746.35
2143,-996,-2917,3754.11
2142,-995,-2922,3757.16
2143,-994,-2909,3747.37
2140,-987,-2908,3743.02
2141,-990,-2918,3752.16
2145,-990,-2905,3744.35
2144,-989,-2910,3747.39
2146,-994,-2914,3752.97
2142,-993,-2898,3738.00
2147,-988,-2901,3741.87
2138,-989,-2903,3738.53
2140,-983,-2896,3732.65
2149,-981,-2905,3744.27
2146,-982,-2901,3739.71
2145,-985,-2916,3751.57
2143,-988,-2912,3748.11
2147,-983,-2905,3743.65
2144,-988,-2904,3742.47
2149,-986,-2912,3751.02
2141,-996,-2907,3745.20
2142,-986,-2906,3742.35
2141,-991,-2901,3739.22
2151,-990,-2916,3756.32
2149,-986,-2915,3753.35
2147,-988,-2889,3732.57
2148,-981,-2894,3735.17
2145,-991,-2916,3753.15
2143,-987,-2912,3747.85
2143,-987,-2905,3742.41
2145,-990,-2909,3747.45
2145,-980,-2908,3744.05
2143,-982,-2894,3732.56
2148,-987,-2908,3747.60
2141,-991,-2903,3740.77
2143,-985,-2899,3737.23
2143,-989,-2896,3735.96
2152,-983,-2906,3747.30
2148,-994,-2911,3751.78
2147,-987,-2907,3746.26
2150,-984,-2917,3754.95
2151,-987,-2897,3740.80
2149,-983,-2908,3747.13
2152,-981,-2907,3747.55
2154,-987,-2898,3743.30
2145,-982,-2897,3736.04
2144,-987,-2902,3740.66
2147,-986,-2897,3738.24
2150,-990,-2904,3746.44
2146,-986,-2907,3745.42
2144,-984,-2904,3741.42
2143,-988,-2911,3747.33
2149,-985,-2912,3750.76
2151,-988,-2886,3732.55
2146,-983,-2910,3746.96
2146,-987,-2903,3742.58
2151,-988,-2910,3751.14
2144,-988,-2895,3735.49
2139,-990,-2902,3738.59
2147,-985,-2905,3744.18
2142,-983,-2907,3742.34
2150,-988,-2914,3753.67
2140,-988,-2911,3745.62
2149,-986,-2911,3750.24
2145,-989,-2902,3741.76
2138,-985,-2917,3748.35
2139,-993,-2914,3748.70
2145,-986,-2918,3753.39
2141,-981,-2908,3742.02
2145,-986,-2902,3740.97
2144,-982,-2908,3744.00
2143,-996,-2905,3744.80
2144,-987,-2912,3748.42
2149,-984,-2912,3750.49
2151,-988,-2909,3750.36
2149,-990,-2904,3745.87
2150,-986,-2909,3749.26
2142,-989,-2911,3747.03
2143,-978,-2911,3744.71
2145,-982,-2907,3743.79
2137,-990,-2907,3741.33
2146,-987,-2897,3737.93
2144,-983,-2893,3732.62
2143,-988,-2892,3732.59
2145,-987,-2906,3744.33
2144,-988,-2909,3746.35
2146,-984,-2911,3748.00
2146,-984,-2906,3744.12
2142,-985,-2896,3734.33
2140,-991,-2902,3739.42
2142,-990,-2912,3748.07
2147,-989,-2897,3739.03
2141,-989,-2905,3741.79
2144,-991,-2911,3748.70
2142,-992,-2904,3742.38
2153,-992,-2895,3741.72
2150,-988,-2899,3742.04
2148,-987,-2892,3735.20
2146,-989,-2893,3735.36
2147,-989,-2895,3737.48
2143,-997,-2890,3733.44
2151,-991,-2885,3732.57
2154,-996,-2906,3751.88
2141,-987,-2908,3743.60
2148,-994,-2910,3751.01
2145,-987,-2891,3732.70
2150,-990,-2889,3734.83
2148,-990,-2887,3732.13
2146,-990,-2894,3736.40
2143,-987,-2905,3742.41
2147,-988,-2890,3733.34
2148,-988,-2893,3736.24
2154,-987,-2884,3732.47
2152,-993,-2900,3745.28
2152,-985,-2897,3740.85
2151,-986,-2894,3738.21
2144,-990,-2901,3740.67
2149,-989,-2890,3734.76
2152,-992,-2885,3733.42
2147,-994,-2897,3740.35
2147,-991,-2897,3739.56
2145,-994,-2905,3745.41
2146,-986,-2857,3706.75
2151,-988,-2897,3741.06
2145,-987,-2898,3738.13
2146,-989,-2891,3733.81
2152,-985,-2891,3736.20
2147,-989,-2889,3732.83
2154,-989,-2910,3753.12
2144,-990,-2891,3732.92
2151,-989,-2899,3742.88
2145,-980,-2887,3727.76
2143,-985,-2909,3744.99
2145,-989,-2898,3738.66
2144,-990,-2897,3737.57
2149,-987,-2893,3736.55
2148,-981,-2901,3740.60
2140,-985,-2911,3744.83
2144,-983,-2907,3743.48
2151,-986,-2898,3741.31
2141,-985,-2891,3729.88
2143,-990,-2896,3736.22
2142,-989,-2891,3731.51
2141,-989,-2882,3723.97
2153,-989,-2897,3742.48
2145,-983,-2895,3734.75
2146,-981,-2901,3739.45
2146,-982,-2898,3737.38
2146,-990,-2894,3736.40
2148,-992,-2894,3738.07
2150,-986,-2895,3738.41
2151,-984,-2885,3730.72
2147,-987,-2908,3747.03
2150,-980,-2893,3735.28
2150,-985,-2900,3742.02
2144,-991,-2903,3742.49
2138,-985,-2898,3733.59
2149,-986,-2896,3738.61
2140,-982,-2891,3728.51
2147,-994,-2900,3742.68
2144,-987,-2890,3731.35
2150,-987,-2890,3734.81
2153,-990,-2893,3739.65
2144,-993,-2894,3736.04
2144,-987,-2887,3729.03
2143,-990,-2889,3730.80
2151,-990,-2897,3741.59
2155,-981,-2904,3746.95
2149,-990,-2903,3745.09
2150,-988,-2897,3740.49
2145,-983,-2892,3732.42
2157,-992,-2890,3740.16
2145,-987,-2893,3734.25
2152,-992,-2898,3743.47
2150,-983,-2905,3745.37
2150,-984,-2881,3727.05
2146,-984,-2883,3726.29
2151,-985,-2897,3740.27
2154,-989,-2879,3729.14
2150,-988,-2895,3738.94
2153,-984,-2896,3740.39
2150,-987,-2886,3731.71
2151,-988,-2888,3734.10
2152,-981,-2881,3727.42
2147,-984,-2899,3739.26
2148,-988,-2905,3745.54
2156,-989,-2885,3734.93
2153,-993,-2894,3741.22
2146,-992,-2891,3734.60
2147,-990,-2909,3748.60
2153,-989,-2903,3747.12
2151,-987,-2888,3733.83
2152,-980,-2890,3734.11
2152,-986,-2888,3734.15
2150,-986,-2888,3732.99
2155,-985,-2887,3734.84
2149,-985,-2900,3741.45
2150,-992,-2902,3745.42
2155,-983,-2896,3741.27
2152,-993,-2895,3741.41
2149,-987,-2898,3740.42
2149,-986,-2895,3737.84
2145,-981,-2898,3736.55
2153,-990,-2906,3749.71
2146,-988,-2889,3731.99
2150,-990,-2893,3737.92
2148,-988,-2897,3739.34
2145,-986,-2891,3732.44
2147,-990,-2884,3729.23
2152,-993,-2900,3745.28
2152,-995,-2892,3739.62
2149,-991,-2893,3737.61
2153,-985,-2890,3736.01
2160,-986,-2895,3744.17
2153,-988,-2896,3741.44
2151,-986,-2885,3731.25
2153,-989,-2885,3733.20
2152,-993,-2902,3746.83
2156,-989,-2884,3734.15
2150,-987,-2891,3735.58
2150,-981,-2887,3730.90
2146,-988,-2904,3743.62
2147,-987,-2884,3728.44
2151,-986,-2882,3728.93
2149,-979,-2887,3729.80
2151,-988,-2885,3731.78
2153,-989,-2889,3736.29
2157,-986,-2892,3740.12
2154,-983,-2891,3736.83
2159,-989,-2890,3740.52
2156,-986,-2875,3726.41
2151,-991,-2879,3727.94
2147,-986,-2892,3734.36
2147,-982,-2889,3730.99
2148,-984,-2889,3732.09
2143,-983,-2893,3732.05
2152,-993,-2885,3733.68
2148,-982,-2896,3736.98
2152,-986,-2870,3720.24
2149,-980,-2886,3729.29
2152,-987,-2901,3744.47
2156,-983,-2895,3741.08
2150,-986,-2893,3736.86
2149,-986,-2895,3737.84
2154,-987,-2896,3741.75
2146,-993,-2892,3735.64
2157,-988,-2878,3729.84
2146,-985,-2884,3727.33
2153,-992,-2909,3752.57
2150,-991,-2890,3735.86
2145,-981,-2886,3727.25
2150,-987,-2892,3736.35
2153,-986,-2887,3733.95
2151,-989,-2883,3730.50
2149,-994,-2891,3736.86
2148,-991,-2893,3737.04
2152,-987,-2894,3739.05
2153,-982,-2881,3728.26
2147,-976,-2885,3726.31
2148,-980,-2894,3734.91
2156,-979,-2892,3737.71
2151,-982,-2890,3734.06
2151,-977,-2879,3724.24
2150,-984,-2884,3729.37
2154,-985,-2889,3735.81
2156,-982,-2884,3732.31
2149,-986,-2893,3736.29
2160,-987,-2888,3739.03
2150,-986,-2880,3726.81
2149,-989,-2874,3722.39
2156,-991,-2890,3739.32
2153,-987,-2878,3727.26
2155,-989,-2896,3742.85
2154,-986,-2887,3734.53
2155,-990,-2878,3729.21
2158,-986,-2887,3736.83
2158,-984,-2888,3737.08
2158,-989,-2899,3746.90
2158,-992,-2879,3732.25
2156,-987,-2895,3742.13
2153,-988,-2892,3738.34
2147,-987,-2881,3726.12
2153,-988,-2881,3729.84
2154,-986,-2879,3728.34
2151,-979,-2885,3729.41
2151,-976,-2889,3731.72
2150,-983,-2893,3736.07
2149,-992,-2888,3734.01
2150,-981,-2882,3727.03
2152,-980,-2882,3727.93
2149,-986,-2896,3738.61
2154,-993,-2896,3743.34
2145,-985,-2879,3722.89
2152,-985,-2877,3725.38
2149,-983,-2891,3733.95
2160,-990,-2896,3746.00
2160,-984,-2883,3734.37
2151,-976,-2885,3728.62
2156,-985,-2876,3726.92
2157,-983,-2880,3730.06
2156,-985,-2883,3732.33
2148,-987,-2903,3743.73
2153,-988,-2876,3725.98
2153,-985,-2890,3736.01
2158,-984,-2885,3734.76
2153,-991,-2892,3739.14
2159,-986,-2869,3723.52
2159,-987,-2873,3726.87
2152,-991,-2892,3738.56
2155,-983,-2881,3729.67
2157,-987,-2894,3741.93
2149,-982,-2881,3725.95
2151,-990,-2883,3730.76
2155,-992,-2905,3750.62
2155,-987,-2883,3732.28
2152,-985,-2886,3732.34
2153,-986,-2894,3739.36
2153,-986,-2896,3740.91
2146,-982,-2878,3721.90
2158,-989,-2877,3729.91
2150,-980,-2889,3732.19
2153,-985,-2893,3738.33
2147,-990,-2882,3727.68
2154,-988,-2875,3725.79
2146,-982,-2892,3732.73
2158,-981,-2890,3737.84
2156,-986,-2888,3736.45
2158,-978,-2888,3735.50
2153,-984,-2873,3722.61
2162,-986,-2880,3733.74
2149,-983,-2884,3728.53
2156,-986,-2884,3733.36
2152,-980,-2882,3727.93
2152,-988,-2880,3728.49
2158,-982,-2881,3731.15
2151,-979,-2888,3731.73
2152,-979,-2885,3729.98
2155,-982,-2886,3733.28
2152,-987,-2886,3732.86
2148,-985,-2882,3726.94
2156,-981,-2883,3731.27
2152,-982,-2884,3730.00
2154,-980,-2884,3730.63
2152,-979,-2884,3729.21
2148,-977,-2885,3727.15
2152,-981,-2891,3735.15
2155,-982,-2893,3738.69
2152,-988,-2881,3729.26
2151,-984,-2884,3729.95
2156,-984,-2893,3739.79
2153,-988,-2882,3730.61
2155,-987,-2885,3733.82
2150,-985,-2880,3726.54
2153,-984,-2882,3729.56
2151,-992,-2880,3728.98
2152,-980,-2881,3727.15
2150,-985,-2879,3725.77
2157,-981,-2882,3731.08
2151,-991,-2884,3731.80
2156,-979,-2892,3737.71
2161,-983,-2881,3733.14
2151,-986,-2877,3725.07
2154,-980,-2872,3721.36
2159,-982,-2882,3732.50
2153,-991,-2880,3729.86
2155,-985,-2890,3737.16
2151,-978,-2881,3726.05
2161,-992,-2884,3737.84
2152,-982,-2887,3732.32
2154,-985,-2878,3727.31
2150,-986,-2887,3732.22
2155,-982,-2894,3739.46
2162,-986,-2876,3730.66
2158,-985,-2861,3716.52
2149,-986,-2890,3733.97
2160,-987,-2890,3740.57
2153,-983,-2902,3744.77
2154,-987,-2863,3716.27
2150,-987,-2877,3724.75
2152,-984,-2887,3732.84
2155,-986,-2882,3731.24
2155,-986,-2879,3728.92
2163,-990,-2873,3729.99
2153,-989,-2885,3733.20
2158,-992,-2877,3730.70
2152,-991,-2889,3736.24
2163,-988,-2872,3728.69
2156,-992,-2877,3729.55
2157,-983,-2876,3726.97
2154,-991,-2869,3721.96
2154,-977,-2882,3728.29
2150,-983,-2887,3731.43
2155,-989,-2877,3728.17
2152,-985,-2874,3723.06
2153,-985,-2879,3727.50
2155,-990,-2887,3736.16
2154,-986,-2878,3727.57
2147,-986,-2878,3723.53
2155,-982,-2888,3734.82
2145,-982,-2876,3719.77
2154,-986,-2872,3722.94
2150,-987,-2872,3720.89
2159,-979,-2893,3740.21
2158,-991,-2883,3735.07
2156,-983,-2886,3734.12
2159,-990,-2888,3739.24
2153,-986,-2879,3727.77
2154,-980,-2876,3724.45
2157,-982,-2876,3726.71
2155,-986,-2872,3723.52
2155,-981,-2851,3706.02
2154,-983,-2874,3723.69
2151,-981,-2874,3721.43
2158,-978,-2884,3732.41
2149,-982,-2875,3721.31
2156,-982,-2880,3729.22
2151,-985,-2886,3731.76
2153,-981,-2868,3717.96
2153,-987,-2880,3728.80
2151,-986,-2882,3728.93
2153,-986,-2875,3724.68
2153,-985,-2884,3731.37
2151,-987,-2881,3728.42
2152,-984,-2872,3721.26
2155,-989,-2870,3722.77
2146,-988,-2877,3722.71
2148,-982,-2868,3715.33
2151,-989,-2872,3722.00
2152,-990,-2872,3722.85
2154,-988,-2879,3728.87
2156,-989,-2866,3720.27
2152,-976,-2869,3716.83
2156,-985,-2874,3725.38
2155,-985,-2877,3727.11
2152,-984,-2868,3718.17
2159,-986,-2879,3731.24
2156,-986,-2872,3724.10
2156,-986,-2866,3719.47
2161,-985,-2869,3724.42
